id,recipe_name,prep_time_ai,cook_time_ai,time_source
1706,Lẩu xí quách chua cay,30,60,gemma-4-31b-it_estimate
1707,Cua lột xốt cam,20,20,gemma-4-31b-it_estimate
1708,Cá hồi nướng xốt Mayo,30,30,gemma-4-31b-it_estimate
1709,Bê thui xào sa tế,20,10,gemma-4-26b-a4b-it_estimate
1710,Canh sườn hạt sen,25,35,gemma-4-26b-a4b-it_estimate
1711,Miến xào nghêu tay cầm,25,20,gemma-4-26b-a4b-it_estimate
1712,Thịt bò nướng mù tạt,20,15,gemma-4-31b-it_estimate
1713,Gà cuộn xôi xoài,30,25,gemma-4-31b-it_estimate
1714,Lẩu chua thịt bò,20,15,gemma-4-31b-it_estimate
1715,Su hào xào hải sản,20,15,gemma-4-31b-it_estimate
1716,Salad cá hồi nướng xốt mayo,25,15,gemma-4-31b-it_estimate
1717,Ốc mỡ xốt mayo,30,15,gemma-4-31b-it_estimate
1718,Trứng hấp,10,15,gemma-4-31b-it_estimate
1719,Chả cá ngũ sắc,15,10,gemma-4-31b-it_estimate
1720,Sò điệp nướng ba màu,20,15,gemma-4-31b-it_estimate
1721,Bánh flan hạt chia matcha,20,45,gemma-4-31b-it_estimate
1722,Bánh rán socola mứt xoài,15,15,gemma-4-31b-it_estimate
1723,Salad mực chiên,25,20,gemma-4-31b-it_estimate
1724,Pancake vị trà sữa,15,10,gemma-4-26b-a4b-it_estimate
1725,Salad cá hồi sốt tôm khô,45,10,gemma-4-26b-a4b-it_estimate
1726,Bắp hạt chiên giòn,10,10,gemma-4-26b-a4b-it_estimate
1727,Panna Cotta Kem Muối,15,15,gemma-4-26b-a4b-it_estimate
1728,Pancake chocolate trái cây nhiệt đới,15,15,gemma-4-26b-a4b-it_estimate
1729,Ngưu bàng chiên tôm,20,15,gemma-4-26b-a4b-it_estimate
1730,Súp đậu non trứng rong biển,15,15,gemma-4-31b-it_estimate
1731,Canh chua cá dứa 1 nắng,20,20,gemma-4-31b-it_estimate
1732,Gà xào măng tây,25,15,gemma-4-31b-it_estimate
1733,Cá kèo chiên mè,15,15,gemma-4-26b-a4b-it_estimate
1734,Gà chiên sốt taru taru,25,15,gemma-4-26b-a4b-it_estimate
1735,Măng tây chiên bia xốt cá ngừ,20,10,gemma-4-26b-a4b-it_estimate
1736,Salad cá hồi xốt thanh long,20,10,gemma-4-31b-it_estimate
1737,Tim heo xào măng tây,20,10,gemma-4-31b-it_estimate
1738,Sandwich trái cây chiên giòn,20,10,gemma-4-31b-it_estimate
1739,Canh chua Thái,20,25,gemma-4-31b-it_estimate
1740,Khai vị cá hồi,15,10,gemma-4-31b-it_estimate
1741,Cá cơm chiên bông hẹ mắm me,20,20,gemma-4-31b-it_estimate
1742,Bacon cuộn hành tây phô mai,20,15,gemma-4-31b-it_estimate
1743,Canh cá hồng,30,30,gemma-4-31b-it_estimate
1744,Bắp cải hấp nấm tôm,30,20,gemma-4-31b-it_estimate
1745,Canh sụn bò củ cải,20,45,gemma-4-31b-it_estimate
1746,Lòng gà xào tiêu xanh,25,15,gemma-4-31b-it_estimate
1747,Tôm chiên dừa,20,15,gemma-4-31b-it_estimate
1748,Hồ lô cá,30,15,gemma-4-31b-it_estimate
1749,Đậu mơ kẹp phô mai chiên,20,10,gemma-4-31b-it_estimate
1750,Bánh nếp nhân sò điệp,60,20,gemma-4-31b-it_estimate
1751,Canh gà lá me non,20,30,gemma-4-31b-it_estimate
1752,Hoành thánh bắp chiên,30,15,gemma-4-31b-it_estimate
1753,Tôm thịt bọc trứng cút,30,15,gemma-4-31b-it_estimate
1754,Hoành thánh hoa hồng,30,15,gemma-4-31b-it_estimate
1755,Chả khoanh hành tây,25,15,gemma-4-31b-it_estimate
1756,Canh đầu cá bớp,20,25,gemma-4-31b-it_estimate
1757,Canh gà nấm mỡ,20,25,gemma-4-31b-it_estimate
1758,Chả giò cá chẽm,25,15,gemma-4-31b-it_estimate
1759,Dê xào tía tô cà bát,20,15,gemma-4-31b-it_estimate
1760,Chả cốm tạo hình,30,25,gemma-4-31b-it_estimate
1761,Canh cá hanh vị Thái,20,20,gemma-4-31b-it_estimate
1762,Canh củ sen rong biển,25,30,gemma-4-31b-it_estimate
1763,Bánh tôm hẹ chiên giòn,20,15,gemma-4-31b-it_estimate
1764,Dưa chuột ngâm giấm,40,15,gemma-4-31b-it_estimate
1765,Cá điêu hồng cuộn dưa kiệu,30,15,gemma-4-31b-it_estimate
1766,Bánh cá khoai tây,30,30,gemma-4-31b-it_estimate
1767,Pancake lá dứa,20,20,gemma-4-31b-it_estimate
1768,Jambon cuộn thanh cua,20,15,gemma-4-31b-it_estimate
1769,Súp óc heo tóc tiên,25,25,gemma-4-26b-a4b-it_estimate
1770,Sườn cuộn bacon chiên mè,30,40,gemma-4-26b-a4b-it_estimate
1771,Chả lụa chay,20,25,gemma-4-26b-a4b-it_estimate
1772,Canape cá hồi trái bơ,20,10,gemma-4-31b-it_estimate
1773,Chả cua áp chảo,25,20,gemma-4-31b-it_estimate
1774,Chả giò cua thanh,15,15,gemma-4-31b-it_estimate
1775,Bắp xào ngũ sắc,20,10,gemma-4-31b-it_estimate
1776,Snack cốm,30,15,gemma-4-31b-it_estimate
1777,Ốc lác xào cay,25,10,gemma-4-31b-it_estimate
1778,Lạc xá chay,30,25,gemma-4-31b-it_estimate
1779,Cánh gà xốt kem thơm,20,20,gemma-4-31b-it_estimate
1780,Bánh mì nướng hải sản,25,15,gemma-4-31b-it_estimate
1781,Bánh đúc chiên hải sản,20,15,gemma-4-31b-it_estimate
1782,Đầu cá hồi xốc muối sả,25,20,gemma-4-31b-it_estimate
1783,Cua xốt me,30,20,gemma-4-31b-it_estimate
1784,Súp trái cây,20,15,gemma-4-31b-it_estimate
1785,Tôm chiên mè,30,10,gemma-4-31b-it_estimate
1786,Cá basa chiên giòn,20,12,gemma-4-31b-it_estimate
1787,Đùi gà bọc xôi,20,20,gemma-4-31b-it_estimate
1788,Sò điệp nướng ba màu,20,15,gemma-4-31b-it_estimate
1789,Sườn chiên giấm đỏ,30,25,gemma-4-31b-it_estimate
1790,Vịt chiên xốt chua ngọt,30,35,gemma-4-31b-it_estimate
1791,Thịt bò xào lá lốt,20,10,gemma-4-31b-it_estimate
1792,Đậu hũ nướng giấy bạc,25,25,gemma-4-31b-it_estimate
1793,Tôm mực chiên giòn,20,15,gemma-4-31b-it_estimate
1794,Bánh đa xúc thịt bằm,15,10,gemma-4-31b-it_estimate
1795,Cuốn gà khai vị,25,20,gemma-4-31b-it_estimate
1796,Bò cuộn xốt lá quế,30,15,gemma-4-31b-it_estimate
1797,Viên tôm chiên tỏi thì là,40,15,gemma-4-31b-it_estimate
1798,Bánh đúc tôm thịt,45,30,gemma-4-31b-it_estimate
1799,Tôm sú san hô,20,10,gemma-4-31b-it_estimate
1800,Thăn heo cuộn dừa,30,15,gemma-4-31b-it_estimate
1801,Bò cuộn ba rọi xông khói,30,15,gemma-4-31b-it_estimate
1802,Chả giò cá,25,15,gemma-4-26b-a4b-it_estimate
1803,Tàu hủ ky cuộn mực chiên,25,15,gemma-4-26b-a4b-it_estimate
1804,Bánh rán nhân cua,45,15,gemma-4-26b-a4b-it_estimate
1805,Gân bò ngâm chua ngọt,30,150,gemma-4-31b-it_estimate
1806,Cá chiên hoa cúc,20,25,gemma-4-31b-it_estimate
1807,Cá basa chiên giòn vị chanh,20,15,gemma-4-31b-it_estimate
1808,Thịt heo ngâm nước mắm,25,30,gemma-4-26b-a4b-it_estimate
1809,Chân gà chiên chấm mắm mè,20,15,gemma-4-26b-a4b-it_estimate
1810,Dưa món,20,15,gemma-4-26b-a4b-it_estimate
1811,Chả tôm nhân phô mai,20,10,gemma-4-26b-a4b-it_estimate
1812,Gà cuộn khoai chiên giòn,25,10,gemma-4-26b-a4b-it_estimate
1813,Rau tiến vua ngâm chua,120,10,gemma-4-26b-a4b-it_estimate
1814,Rau muống ngâm chua,25,15,gemma-4-26b-a4b-it_estimate
1815,Tai heo ngâm giấm,30,25,gemma-4-26b-a4b-it_estimate
1816,Nem chay vỏ bưởi,45,20,gemma-4-26b-a4b-it_estimate
1817,Mực nướng sa tế,45,20,gemma-4-31b-it_estimate
1818,Ngọc mực rang tổ chim,20,15,gemma-4-31b-it_estimate
1819,Hải sản chiên xù,30,15,gemma-4-31b-it_estimate
1820,Bánh bông lan xốt dâu mayonnaise,20,25,gemma-4-31b-it_estimate
1821,Mực né,20,10,gemma-4-31b-it_estimate
1822,Viên mè chiên giòn,25,15,gemma-4-31b-it_estimate
1823,Bánh xèo cuốn áp chảo,30,30,gemma-4-31b-it_estimate
1824,Sò huyết Tứ Xuyên,20,10,gemma-4-31b-it_estimate
1825,Vịt xiêm giả cầy,40,30,gemma-4-31b-it_estimate
1826,Mực nướng tương hột,30,30,gemma-4-31b-it_estimate
1827,Phở cuốn,25,15,gemma-4-31b-it_estimate
1352,Tôm thịt kho quẹt,20,25,gemini-3.1-flash-lite-preview_estimate
1353,Thịt bò xào cần nước,20,10,gemini-3.1-flash-lite-preview_estimate
1354,Gà xào hạnh nhân,40,20,gemini-3.1-flash-lite-preview_estimate
715,Salad mực ống,30,10,gemma-4-31b-it_estimate
716,Cá dứa một nắng chua ngọt,20,20,gemma-4-31b-it_estimate
717,Đậu hũ cuộn chiên giòn,30,15,gemma-4-31b-it_estimate
718,Phở sắn xào thập cẩm,,,gemma-4-31b-it_error
719,Ếch khói lửa,,,gemma-4-31b-it_error
720,Bắp bò xốt pate chấm muối tắc,,,gemma-4-31b-it_error
721,Canh chân nấm táo đỏ,,,gemma-4-31b-it_error
722,Cánh gà xào ớt xiêm,,,gemma-4-31b-it_error
723,Cá chép nấu riềng mẻ,,,gemma-4-31b-it_error
724,Cơm gạo lứt hạt sen,,,gemma-4-31b-it_error
725,Chả cá thác lác bọc củ quả chiên,,,gemma-4-31b-it_error
726,Đậu bắp nhồi chiên giòn,,,gemma-4-31b-it_error
1355,Canh mít non củ năng,20,15,gemini-3.1-flash-lite-preview_estimate
1356,Canh cá chim nấu ngót,25,20,gemini-3.1-flash-lite-preview_estimate
1357,Canh long thả,30,25,gemini-3.1-flash-lite-preview_estimate
727,Gà cuộn xúc xích khô,,,gemma-4-31b-it_error
728,Canh bạch quả bí đỏ,,,gemma-4-31b-it_error
729,Củ hũ dừa xào ba chỉ,,,gemma-4-31b-it_error
1358,Canh ếch lá me non,25,15,gemini-3.1-flash-lite-preview_estimate
1359,Vịt kho sấu,20,35,gemini-3.1-flash-lite-preview_estimate
1360,Rau củ chiên giòn,30,20,gemini-3.1-flash-lite-preview_estimate
730,Đậu hũ xào lăn,,,gemma-4-31b-it_error
731,Cá cuộn Jambon chiên,,,gemma-4-31b-it_error
732,Gà ta kho riềng sả,,,gemma-4-31b-it_error
1361,Ốc móng tay xào tiêu xanh,20,15,gemini-3.1-flash-lite-preview_estimate
1362,Lươn kho sả ớt,25,30,gemini-3.1-flash-lite-preview_estimate
1363,Bánh hến chiên,20,20,gemini-3.1-flash-lite-preview_estimate
1364,Thịt ram xốt mayonnaise,20,15,gemini-3.1-flash-lite-preview_estimate
1365,Lưỡi heo xào riềng sả,25,15,gemini-3.1-flash-lite-preview_estimate
1366,Thịt kho nước tương giấm,30,45,gemini-3.1-flash-lite-preview_estimate
1367,Heo viên chiên xù,25,20,gemini-3.1-flash-lite-preview_estimate
1368,Cá long tong kho lạt,20,30,gemini-3.1-flash-lite-preview_estimate
1369,Cá đối kho cà chua,20,25,gemini-3.1-flash-lite-preview_estimate
1370,Canh nghêu mồng tơi,20,15,gemini-3.1-flash-lite-preview_estimate
1371,Canh rau tập tàng,25,15,gemini-3.1-flash-lite-preview_estimate
1372,Trứng chiên rau củ xốt mayonnaise,15,10,gemini-3.1-flash-lite-preview_estimate
733,Súp nấm hải sản chua cay,,,gemma-4-31b-it_error
734,Cá hường chiên sả nghệ,,,gemma-4-31b-it_error
735,Canh bóng cuộn bí ngòi,,,gemma-4-31b-it_error
1373,Canh chua chem chép,75,20,gemini-3.1-flash-lite-preview_estimate
1374,Cá bông lau kho tộ,40,30,gemini-3.1-flash-lite-preview_estimate
1375,Nghêu hấp nước tương,25,10,gemini-3.1-flash-lite-preview_estimate
736,Đậu hũ hấp nấm Nhật,,,gemma-4-31b-it_error
737,Lẩu ếch lá lốt,,,gemma-4-31b-it_error
738,Ba chỉ xiên que chiên giòn,,,gemma-4-31b-it_error
1376,Củ sen hấp thập cẩm,25,20,gemini-3.1-flash-lite-preview_estimate
1377,Đậu bắp xào tôm,20,10,gemini-3.1-flash-lite-preview_estimate
1378,Cá lóc kho củ cải,20,30,gemini-3.1-flash-lite-preview_estimate
739,Canh cua chả cá,,,gemma-4-31b-it_error
740,Gà nướng cỏ xạ hương,,,gemma-4-31b-it_error
741,Salad sò điệp chiên giòn,,,gemma-4-31b-it_error
742,Vịt nướng nồi đất,,,gemma-4-31b-it_error
743,Cá cam phủ tuyết,,,gemma-4-31b-it_error
744,Tôm chiên xiên sả trái tim,,,gemma-4-31b-it_error
745,Gan chiên cháy tỏi,,,gemma-4-31b-it_error
746,Salad đậu hũ chiên,,,gemma-4-31b-it_error
747,Lẩu tả pí lù,,,gemma-4-31b-it_error
1379,Cá ba sa om xốt mayonnaise,20,15,gemini-3.1-flash-lite-preview_estimate
1380,Cơm chiên trái thơm,30,20,gemini-3.1-flash-lite-preview_estimate
1381,Canh bí ngòi nấu nấm,15,20,gemini-3.1-flash-lite-preview_estimate
748,Lẩu sữa đậu nành hải sản,,,gemma-4-31b-it_error
749,Gà hấp riềng sả,,,gemma-4-31b-it_error
750,Mì căn xào bắp non,,,gemma-4-31b-it_error
1382,Thịt heo chiên xù,25,20,gemini-3.1-flash-lite-preview_estimate
1383,Cá xào cần tỏi,30,15,gemini-3.1-flash-lite-preview_estimate
1384,Cà chua nhồi đậu hũ,35,25,gemini-3.1-flash-lite-preview_estimate
751,Đậu hũ thịt cua viên chiên,,,gemma-4-31b-it_error
752,Lẩu cá hồi chanh dây,,,gemma-4-31b-it_error
753,Bò áp chảo bản gang,,,gemma-4-31b-it_error
1385,Canh măng giò heo,20,50,gemini-3.1-flash-lite-preview_estimate
1386,Canh cá lóc rau cần,15,15,gemini-3.1-flash-lite-preview_estimate
1387,Cá rô kho tộ,40,30,gemini-3.1-flash-lite-preview_estimate
754,Cánh gà kho bắp non,,,gemma-4-31b-it_error
755,Cơm gạo lứt bí đỏ hấp,,,gemma-4-31b-it_error
756,Nấm mỡ khìa nước dừa,,,gemma-4-31b-it_error
1388,Ếch xào lăn,25,15,gemini-3.1-flash-lite-preview_estimate
1389,Thịt vịt xào bầu,20,10,gemini-3.1-flash-lite-preview_estimate
1390,Cải rổ xào trứng muối,20,10,gemini-3.1-flash-lite-preview_estimate
757,Cật xào khoai tây,,,gemma-4-31b-it_error
758,Heo xiên que nướng mắc khén,,,gemma-4-31b-it_error
759,Lẩu riêu bắp bò,,,gemma-4-31b-it_error
1391,Gà ram gừng,15,20,gemini-3.1-flash-lite-preview_estimate
1392,Sườn ram mặn,15,25,gemini-3.1-flash-lite-preview_estimate
1393,Tôm rim thịt ba chỉ,20,15,gemini-3.1-flash-lite-preview_estimate
1394,Canh cá rô nấu cải bẹ xanh,20,20,gemini-3.1-flash-lite-preview_estimate
1395,Canh chua cá lóc,30,25,gemini-3.1-flash-lite-preview_estimate
1396,Canh cá rau cần,25,35,gemini-3.1-flash-lite-preview_estimate
1397,Cá chép kho quả sấu,25,60,gemini-3.1-flash-lite-preview_estimate
1398,Canh cá trân châu,30,40,gemini-3.1-flash-lite-preview_estimate
1399,Canh chua trái tắc,20,25,gemini-3.1-flash-lite-preview_estimate
760,Lẩu cá khoai chua cay,,,gemma-4-31b-it_error
761,Pizza hải sản,,,gemma-4-31b-it_error
762,Bê xào đọt su,,,gemma-4-31b-it_error
1400,Cá trê kho rau răm,25,40,gemini-3.1-flash-lite-preview_estimate
1401,Cá xào lá quế,20,15,gemini-3.1-flash-lite-preview_estimate
1402,Hủ tiếu xào chay vị me,20,15,gemini-3.1-flash-lite-preview_estimate
763,Mọc cua chiên giòn xốt mayonnaise,,,gemma-4-31b-it_error
764,Thịt ba chỉ rim chanh sả,,,gemma-4-31b-it_error
765,Gà chiên sả lá chanh,,,gemma-4-31b-it_error
1403,Ếch xào tía tô,20,25,gemini-3.1-flash-lite-preview_estimate
1404,Cá kho tàu,15,40,gemini-3.1-flash-lite-preview_estimate
1405,Chả nấm xốt chua ngọt,25,20,gemini-3.1-flash-lite-preview_estimate
1406,Ốc bươu kho gừng,140,20,gemini-3.1-flash-lite-preview_estimate
1407,Cá thu Nhật kho nước dừa,20,30,gemini-3.1-flash-lite-preview_estimate
1408,Bắp hạt xào gà giòn Mayonnaise,25,20,gemini-3.1-flash-lite-preview_estimate
766,Cá dứa chiên giòn – xốt chanh dây,,,gemma-4-31b-it_error
767,Sườn chay kho đậu hũ,,,gemma-4-31b-it_error
768,Canh gà hương vị thái,,,gemma-4-31b-it_error
1409,Sò điệp xào cần tây,20,10,gemini-3.1-flash-lite-preview_estimate
1410,Khô cá cơm kho khế,15,25,gemini-3.1-flash-lite-preview_estimate
1411,Cháo thập cẩm,15,45,gemini-3.1-flash-lite-preview_estimate
1412,Đậu que xào thịt,20,10,gemini-3.1-flash-lite-preview_estimate
1413,Khoai tây xào thịt bò,25,15,gemini-3.1-flash-lite-preview_estimate
1414,Canh song thủy,20,15,gemini-3.1-flash-lite-preview_estimate
1415,Ngồng cải xào bao tử cá basa,20,15,gemini-3.1-flash-lite-preview_estimate
1416,Vịt kho ngũ vị,25,40,gemini-3.1-flash-lite-preview_estimate
1417,Đậu bắp kho nước tương,15,20,gemini-3.1-flash-lite-preview_estimate
769,Gà cuộn bacon chiên lá hương thảo,,,gemma-4-31b-it_error
770,Canh ngó môn tôm thịt,,,gemma-4-31b-it_error
771,Gan bò xào thơm cà,,,gemma-4-31b-it_error
1418,Cá ngừ kho nước mía,20,40,gemini-3.1-flash-lite-preview_estimate
1419,Canh bí ngòi quấn tôm,25,15,gemini-3.1-flash-lite-preview_estimate
1420,Bao tử cá basa xào bạc hà,25,10,gemini-3.1-flash-lite-preview_estimate
1421,Trứng đúc hẹ,15,10,gemini-3.1-flash-lite-preview_estimate
1422,Bò xào ớt khô,25,10,gemini-3.1-flash-lite-preview_estimate
1423,Bò né hoa thiên lý,20,8,gemini-3.1-flash-lite-preview_estimate
1424,Canh gà thuốc bắc,20,60,gemini-3.1-flash-lite-preview_estimate
1425,Canh đuôi bò củ cải,30,45,gemini-3.1-flash-lite-preview_estimate
1426,Thịt kho củ sen tương hột,20,30,gemini-3.1-flash-lite-preview_estimate
1427,Bao tử kho dưa cải trứng cút,25,45,gemini-3.1-flash-lite-preview_estimate
1428,Cá đối kho cần tàu,20,25,gemini-3.1-flash-lite-preview_estimate
1429,Canh giò heo đu đủ hườm,20,40,gemini-3.1-flash-lite-preview_estimate
1430,Thịt om chuối xanh,25,35,gemini-3.1-flash-lite-preview_estimate
1431,Ếch kho tiêu xanh,20,25,gemini-3.1-flash-lite-preview_estimate
1432,Sườn xào chua ngọt,20,20,gemini-3.1-flash-lite-preview_estimate
772,Tàu hũ ky xào nấm,,,gemma-4-31b-it_error
773,Cá rô phi kho lạt,,,gemma-4-31b-it_error
774,Tôm chiên cánh bướm,,,gemma-4-31b-it_error
1433,Bông thiên lý xào hải sản,20,10,gemini-3.1-flash-lite-preview_estimate
1434,Cá thu xốt xòai tượng,15,15,gemini-3.1-flash-lite-preview_estimate
1435,Bún xào chay,25,10,gemini-3.1-flash-lite-preview_estimate
1436,Lẩu đuôi bò cay,30,45,gemini-3.1-flash-lite-preview_estimate
1437,Cá điêu hồng kho tương bần,25,40,gemini-3.1-flash-lite-preview_estimate
1438,Măng le xào gan,20,15,gemini-3.1-flash-lite-preview_estimate
775,Tàu hũ ky cuốn ngũ sắc,,,gemma-4-31b-it_error
776,Canh tôm lá ớt,,,gemma-4-31b-it_error
777,Nấm đùi gà hấp cải xanh,,,gemma-4-31b-it_error
1439,Sò lông kho tiêu xanh,20,15,gemini-3.1-flash-lite-preview_estimate
1440,Bắp cải cuộn thịt kho bơ,30,20,gemini-3.1-flash-lite-preview_estimate
1441,Canh mồng tơi bắp nụ,25,10,gemini-3.1-flash-lite-preview_estimate
1442,Gà xào giấm gừng,20,10,gemini-3.1-flash-lite-preview_estimate
1443,Bò xào lăn,25,12,gemini-3.1-flash-lite-preview_estimate
1444,Thịt bò xào kiểu Hàn Quốc,20,10,gemini-3.1-flash-lite-preview_estimate
1445,Canh riêu cá chép,20,25,gemini-3.1-flash-lite-preview_estimate
1446,Cánh gà kho khoai môn,15,20,gemini-3.1-flash-lite-preview_estimate
1447,Sườn chiên xốt chanh dây,25,30,gemini-3.1-flash-lite-preview_estimate
778,Xôi gà nướng,,,gemma-4-31b-it_error
779,Cà tím xào tôm thịt,,,gemma-4-31b-it_error
780,Súp tomyum hải sản,,,gemma-4-31b-it_error
1448,Canh hến nấu khế,25,20,gemini-3.1-flash-lite-preview_estimate
1449,Canh chua măng,30,25,gemini-3.1-flash-lite-preview_estimate
1450,Bao tử khìa tiêu xanh,35,25,gemini-3.1-flash-lite-preview_estimate
1451,Gà kho me,20,25,gemini-3.1-flash-lite-preview_estimate
1452,Sườn xào bắp non,25,20,gemini-3.1-flash-lite-preview_estimate
1453,Lưỡi heo kho quế,30,45,gemini-3.1-flash-lite-preview_estimate
1454,Miến xào đậu ngự,20,15,gemini-3.1-flash-lite-preview_estimate
1455,Cà bung thịt heo,25,20,gemini-3.1-flash-lite-preview_estimate
1456,Nấm đùi gà kho gừng,15,15,gemini-3.1-flash-lite-preview_estimate
781,Bánh xèo nấm mối chay,,,gemma-4-31b-it_error
782,Chả tôm lá chúc,,,gemma-4-31b-it_error
783,Bạch tuộc nhúng lá me,,,gemma-4-31b-it_error
1457,Canh đu đủ lá lốt,15,15,gemini-3.1-flash-lite-preview_estimate
784,Cá bớp chiên giòn xốt mận,,,gemma-4-31b-it_error
1458,Thịt bò xào ngồng cải,20,10,gemini-3.1-flash-lite-preview_estimate
785,Đậu hũ Croquette,,,gemma-4-31b-it_error
1459,Đậu bắp thịt gà xào chao,20,12,gemini-3.1-flash-lite-preview_estimate
786,Tôm mực xào rau nhút,,,gemma-4-31b-it_error
1460,Tôm chiên xóc lá quế,20,15,gemini-3.1-flash-lite-preview_estimate
1461,Hải sâm xào rau củ,30,15,gemini-3.1-flash-lite-preview_estimate
1462,Cá thu kho riềng,15,45,gemini-3.1-flash-lite-preview_estimate
1463,Canh gà cải bó xôi,20,25,gemini-3.1-flash-lite-preview_estimate
1464,Cà tím nhồi thịt kho,30,35,gemini-3.1-flash-lite-preview_estimate
1465,Canh vịt khoai sọ,25,40,gemini-3.1-flash-lite-preview_estimate
787,Mực trứng nướng mỡ hành,,,gemma-4-31b-it_error
788,Sườn kho bắp non,,,gemma-4-31b-it_error
789,Bò chiên một nắng,,,gemma-4-31b-it_error
1466,Rau củ kho mayonnaise,20,25,gemini-3.1-flash-lite-preview_estimate
1467,Bánh rôti cuộn thịt gà,25,20,gemini-3.1-flash-lite-preview_estimate
1468,Tôm càng xốt nước tương,25,15,gemini-3.1-flash-lite-preview_estimate
1469,Thịt kho khổ qua tây,20,25,gemini-3.1-flash-lite-preview_estimate
1470,Gà xào hạt điều,25,15,gemini-3.1-flash-lite-preview_estimate
1471,Canh mướp hương thịt viên,15,15,gemini-3.1-flash-lite-preview_estimate
790,Hoành thánh hải sản chiên giòn,,,gemma-4-31b-it_error
791,Bánh bạch tuộc Takoyaki,,,gemma-4-31b-it_error
792,Bò ping pong,,,gemma-4-31b-it_error
793,Tàu hủ ky rim nấm,,,gemma-4-31b-it_error
794,Lẩu sườn chua cay,,,gemma-4-31b-it_error
795,Mắm kho,,,gemma-4-31b-it_error
1472,Canh kim chi thịt bò,20,25,gemini-3.1-flash-lite-preview_estimate
1473,Tôm hấp su hào,15,15,gemini-3.1-flash-lite-preview_estimate
1474,Canh dưa leo nhồi thịt,25,20,gemini-3.1-flash-lite-preview_estimate
1475,Canh chua bông so đũa chay,20,15,gemini-3.1-flash-lite-preview_estimate
1476,Lòng non xào nghệ,25,10,gemini-3.1-flash-lite-preview_estimate
1477,Sườn chiên mayonnaise sa tế,40,20,gemini-3.1-flash-lite-preview_estimate
1478,Dồi trường xào cải chua,20,10,gemini-3.1-flash-lite-preview_estimate
1479,Canh bầu nấu riêu tép,15,15,gemini-3.1-flash-lite-preview_estimate
1480,Cá thu nhật kho me,20,30,gemini-3.1-flash-lite-preview_estimate
1481,Củ hũ dừa kho nấm,20,20,gemini-3.1-flash-lite-preview_estimate
1482,Canh cá thác lác nấu hoa,25,15,gemini-3.1-flash-lite-preview_estimate
1483,Thịt heo quay kho củ hũ dừa,15,30,gemini-3.1-flash-lite-preview_estimate
796,Cá nướng thảo mộc,,,gemma-4-31b-it_error
797,Khổ qua xào chả cá,,,gemma-4-31b-it_error
798,Ốc móng tay nướng chanh sả,,,gemma-4-31b-it_error
1484,Bao tử xào đông cô,30,15,gemini-3.1-flash-lite-preview_estimate
1485,Canh khế cá cơm,15,10,gemini-3.1-flash-lite-preview_estimate
1486,Lòng heo xào thơm,25,12,gemini-3.1-flash-lite-preview_estimate
1487,Đậu hũ hấp tôm,20,25,gemini-3.1-flash-lite-preview_estimate
1488,Canh riêu cua,25,20,gemini-3.1-flash-lite-preview_estimate
1489,Thịt gà kho kim chi,20,30,gemini-3.1-flash-lite-preview_estimate
1490,Canh bắp cải gói thịt,30,20,gemini-3.1-flash-lite-preview_estimate
1491,Tôm xào bông cải,25,15,gemini-3.1-flash-lite-preview_estimate
1492,Canh ốc thì là,25,20,gemini-3.1-flash-lite-preview_estimate
1493,Canh cải chua nấu cá cơm,15,15,gemini-3.1-flash-lite-preview_estimate
1494,Canh boaro nấu đậu hũ non,20,15,gemini-3.1-flash-lite-preview_estimate
1495,Cà chua nhồi thịt ghẹ,30,25,gemini-3.1-flash-lite-preview_estimate
799,Miến xào giá đậu nành,,,gemma-4-31b-it_error
800,Cá chẽm xốt kem chanh,,,gemma-4-31b-it_error
801,Canh chua củ hủ dừa tôm đất,,,gemma-4-31b-it_error
1496,Ba rọi kho gừng,20,30,gemini-3.1-flash-lite-preview_estimate
1497,Đọt su xào tôm,15,10,gemini-3.1-flash-lite-preview_estimate
1498,Thịt chiên xốt nước tương,20,40,gemini-3.1-flash-lite-preview_estimate
1499,Thịt quay kho dưa cải,20,40,gemini-3.1-flash-lite-preview_estimate
1500,Cá chiên ngâm nước tương,25,20,gemini-3.1-flash-lite-preview_estimate
1501,Canh chua cá lăng rau nhút,30,25,gemini-3.1-flash-lite-preview_estimate
1502,Nấm bào ngư xào xốt mè,20,15,gemini-3.1-flash-lite-preview_estimate
1503,Củ năng xào tôm thịt,25,15,gemini-3.1-flash-lite-preview_estimate
1504,Sườn non kho khế,20,40,gemini-3.1-flash-lite-preview_estimate
802,Cải rổ xốt mè đậu hũ,,,gemma-4-31b-it_error
803,Nấm đùi gà hấp tía tô,,,gemma-4-31b-it_error
804,Súp phồng tôm hải sản,,,gemma-4-31b-it_error
1505,Chả cá kho vân trứng,20,15,gemini-3.1-flash-lite-preview_estimate
1506,Canh chả mực thì là,25,20,gemini-3.1-flash-lite-preview_estimate
1507,Mực rối,30,25,gemini-3.1-flash-lite-preview_estimate
805,Cá hồi ngâm chua,,,gemma-4-31b-it_error
806,Canh nghêu măng le vị lẩu thái,,,gemma-4-31b-it_error
807,Đùi gà nướng rượu,,,gemma-4-31b-it_error
1508,Cá lóc phi lê xốt gừng,20,15,gemini-3.1-flash-lite-preview_estimate
1509,Ốc xào chuối xanh,30,25,gemini-3.1-flash-lite-preview_estimate
